LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 
CN4701700000000,47,17,"Carroll County, TN",2014,"12,514","11,266","1,248",10
CN4701900000000,47,19,"Carter County, TN",2014,"23,847","22,028","1,819",7.6
CN4702100000000,47,21,"Cheatham County, TN",2014,"19,839","18,758","1,081",5.4
CN4702300000000,47,23,"Chester County, TN",2014,"8,156","7,606",550,6.7
CN4702500000000,47,25,"Claiborne County, TN",2014,"12,690","11,602","1,088",8.6
CN4702700000000,47,27,"Clay County, TN",2014,"2,999","2,729",270,9
CN4702900000000,47,29,"Cocke County, TN",2014,"14,546","13,243","1,303",9
CN4703100000000,47,31,"Coffee County, TN",2014,"24,470","22,923","1,547",6.3
CN4703300000000,47,33,"Crockett County, TN",2014,"6,892","6,368",524,7.6
CN4703500000000,47,35,"Cumberland County, TN",2014,"23,110","21,288","1,822",7.9
CN4703700000000,47,37,"Davidson County, TN",2014,"356,660","338,880","17,780",5
CN4703900000000,47,39,"Decatur County, TN",2014,"4,799","4,345",454,9.5
CN4704100000000,47,41,"DeKalb County, TN",2014,"7,458","6,853",605,8.1
CN4704300000000,47,43,"Dickson County, TN",2014,"23,602","22,134","1,468",6.2
CN4704500000000,47,45,"Dyer County, TN",2014,"16,606","15,250","1,356",8.2
CN4704700000000,47,47,"Fayette County, TN",2014,"17,837","16,561","1,276",7.2
CN4704900000000,47,49,"Fentress County, TN",2014,"7,046","6,453",593,8.4
CN4705100000000,47,51,"Franklin County, TN",2014,"19,664","18,467","1,197",6.1
CN4705300000000,47,53,"Gibson County, TN",2014,"21,241","19,360","1,881",8.9
CN4705500000000,47,55,"Giles County, TN",2014,"14,245","13,381",864,6.1
CN4705700000000,47,57,"Grainger County, TN",2014,"9,226","8,477",749,8.1
CN4705900000000,47,59,"Greene County, TN",2014,"30,198","27,779","2,419",8
CN4706100000000,47,61,"Grundy County, TN",2014,"5,104","4,630",474,9.3
CN4706300000000,47,63,"Hamblen County, TN",2014,"26,367","24,436","1,931",7.3
CN4706500000000,47,65,"Hamilton County, TN",2014,"164,868","154,733","10,135",6.1
CN4706700000000,47,67,"Hancock County, TN",2014,"2,071","1,869",202,9.8
CN4706900000000,47,69,"Hardeman County, TN",2014,"9,583","8,699",884,9.2
CN4707100000000,47,71,"Hardin County, TN",2014,"10,477","9,544",933,8.9
CN4707300000000,47,73,"Hawkins County, TN",2014,"23,891","22,150","1,741",7.3
CN4707500000000,47,75,"Haywood County, TN",2014,"7,763","7,006",757,9.8
CN4707700000000,47,77,"Henderson County, TN",2014,"12,218","11,171","1,047",8.6
CN4707900000000,47,79,"Henry County, TN",2014,"13,934","12,820","1,114",8
CN4708100000000,47,81,"Hickman County, TN",2014,"10,339","9,663",676,6.5
CN4708300000000,47,83,"Houston County, TN",2014,"3,299","2,976",323,9.8
CN4708500000000,47,85,"Humphreys County, TN",2014,"8,392","7,742",650,7.7
CN4708700000000,47,87,"Jackson County, TN",2014,"4,473","4,084",389,8.7
CN4708900000000,47,89,"Jefferson County, TN",2014,"23,061","21,366","1,695",7.4
CN4709100000000,47,91,"Johnson County, TN",2014,"7,143","6,657",486,6.8
CN4709300000000,47,93,"Knox County, TN",2014,"226,045","213,830","12,215",5.4
CN4709500000000,47,95,"Lake County, TN",2014,"2,104","1,911",193,9.2
CN4709700000000,47,97,"Lauderdale County, TN",2014,"9,831","8,874",957,9.7
CN4709900000000,47,99,"Lawrence County, TN",2014,"17,653","16,229","1,424",8.1
CN4710100000000,47,101,"Lewis County, TN",2014,"4,858","4,426",432,8.9
CN4710300000000,47,103,"Lincoln County, TN",2014,"15,356","14,540",816,5.3
CN4710500000000,47,105,"Loudon County, TN",2014,"21,813","20,370","1,443",6.6
CN4710700000000,47,107,"McMinn County, TN",2014,"22,406","20,732","1,674",7.5
CN4710900000000,47,109,"McNairy County, TN",2014,"8,953","8,010",943,10.5
CN4711100000000,47,111,"Macon County, TN",2014,"9,972","9,325",647,6.5
CN4711300000000,47,113,"Madison County, TN",2014,"46,546","43,415","3,131",6.7
CN4711500000000,47,115,"Marion County, TN",2014,"11,646","10,733",913,7.8
CN4711700000000,47,117,"Marshall County, TN",2014,"14,464","13,567",897,6.2
CN4711900000000,47,119,"Maury County, TN",2014,"41,166","38,734","2,432",5.9
CN4712100000000,47,121,"Meigs County, TN",2014,"4,875","4,455",420,8.6
CN4712300000000,47,123,"Monroe County, TN",2014,"19,048","17,610","1,438",7.5
CN4712500000000,47,125,"Montgomery County, TN",2014,"77,282","72,179","5,103",6.6
CN4712700000000,47,127,"Moore County, TN",2014,"3,292","3,126",166,5
CN4712900000000,47,129,"Morgan County, TN",2014,"7,792","7,111",681,8.7
CN4713100000000,47,131,"Obion County, TN",2014,"12,838","11,621","1,217",9.5
CN4713300000000,47,133,"Overton County, TN",2014,"9,130","8,415",715,7.8
CN4713500000000,47,135,"Perry County, TN",2014,"3,049","2,804",245,8
CN4713700000000,47,137,"Pickett County, TN",2014,"2,281","2,080",201,8.8
CN4713900000000,47,139,"Polk County, TN",2014,"7,403","6,824",579,7.8
CN4714100000000,47,141,"Putnam County, TN",2014,"32,082","29,892","2,190",6.8
CN4714300000000,47,143,"Rhea County, TN",2014,"13,281","12,172","1,109",8.4
CN4714500000000,47,145,"Roane County, TN",2014,"22,591","20,871","1,720",7.6
CN4714700000000,47,147,"Robertson County, TN",2014,"33,526","31,636","1,890",5.6
CN4714900000000,47,149,"Rutherford County, TN",2014,"149,835","142,041","7,794",5.2
CN4715100000000,47,151,"Scott County, TN",2014,"8,256","7,301",955,11.6
CN4715300000000,47,153,"Sequatchie County, TN",2014,"5,737","5,313",424,7.4
CN4715500000000,47,155,"Sevier County, TN",2014,"48,942","45,481","3,461",7.1
CN4715700000000,47,157,"Shelby County, TN",2014,"430,005","397,547","32,458",7.5
CN4715900000000,47,159,"Smith County, TN",2014,"8,354","7,824",530,6.3
CN4716100000000,47,161,"Stewart County, TN",2014,"5,232","4,752",480,9.2
CN4716300000000,47,163,"Sullivan County, TN",2014,"69,929","65,317","4,612",6.6
CN4716500000000,47,165,"Sumner County, TN",2014,"86,568","82,048","4,520",5.2
CN4716700000000,47,167,"Tipton County, TN",2014,"27,398","25,149","2,249",8.2
CN4716900000000,47,169,"Trousdale County, TN",2014,"3,674","3,417",257,7
CN4717100000000,47,171,"Unicoi County, TN",2014,"7,129","6,483",646,9.1
CN4717300000000,47,173,"Union County, TN",2014,"7,233","6,666",567,7.8
CN4717500000000,47,175,"Van Buren County, TN",2014,"2,110","1,909",201,9.5
CN4717700000000,47,177,"Warren County, TN",2014,"17,434","16,262","1,172",6.7
CN4717900000000,47,179,"Washington County, TN",2014,"57,768","54,156","3,612",6.3
CN4718100000000,47,181,"Wayne County, TN",2014,"6,460","5,902",558,8.6
CN4718300000000,47,183,"Weakley County, TN",2014,"15,893","14,542","1,351",8.5
CN4718500000000,47,185,"White County, TN",2014,"11,446","10,605",841,7.3
CN4718700000000,47,187,"Williamson County, TN",2014,"103,820","99,147","4,673",4.5
CN4718900000000,47,189,"Wilson County, TN",2014,"62,594","59,313","3,281",5.2
CN4800100000000,48,1,"Anderson County, TX",2014,"21,759","20,745","1,014",4.7
CN4800300000000,48,3,"Andrews County, TX",2014,"9,514","9,229",285,3
CN4800500000000,48,5,"Angelina County, TX",2014,"37,683","35,710","1,973",5.2
CN4800700000000,48,7,"Aransas County, TX",2014,"10,186","9,622",564,5.5
CN4800900000000,48,9,"Archer County, TX",2014,"4,236","4,045",191,4.5
CN4801100000000,48,11,"Armstrong County, TX",2014,"1,002",970,32,3.2
CN4801300000000,48,13,"Atascosa County, TX",2014,"20,340","19,334","1,006",4.9
CN4801500000000,48,15,"Austin County, TX",2014,"14,115","13,441",674,4.8
CN4801700000000,48,17,"Bailey County, TX",2014,"2,954","2,805",149,5
CN4801900000000,48,19,"Bandera County, TX",2014,"9,111","8,677",434,4.8
CN4802100000000,48,21,"Bastrop County, TX",2014,"36,656","34,873","1,783",4.9
CN4802300000000,48,23,"Baylor County, TX",2014,"1,649","1,579",70,4.2
CN4802500000000,48,25,"Bee County, TX",2014,"10,718","10,096",622,5.8
CN4802700000000,48,27,"Bell County, TX",2014,"134,690","126,842","7,848",5.8
CN4802900000000,48,29,"Bexar County, TX",2014,"865,108","824,636","40,472",4.7
CN4803100000000,48,31,"Blanco County, TX",2014,"5,670","5,463",207,3.7
CN4803300000000,48,33,"Borden County, TX",2014,423,410,13,3.1
CN4803500000000,48,35,"Bosque County, TX",2014,"8,127","7,708",419,5.2
CN4803700000000,48,37,"Bowie County, TX",2014,"39,600","37,110","2,490",6.3
CN4803900000000,48,39,"Brazoria County, TX",2014,"166,449","157,997","8,452",5.1
CN4804100000000,48,41,"Brazos County, TX",2014,"104,185","100,033","4,152",4
CN4804300000000,48,43,"Brewster County, TX",2014,"4,061","3,873",188,4.6
CN4804500000000,48,45,"Briscoe County, TX",2014,636,609,27,4.2
CN4804700000000,48,47,"Brooks County, TX",2014,"2,703","2,494",209,7.7
CN4804900000000,48,49,"Brown County, TX",2014,"15,827","15,008",819,5.2
CN4805100000000,48,51,"Burleson County, TX",2014,"7,580","7,220",360,4.7
CN4805300000000,48,53,"Burnet County, TX",2014,"21,468","20,544",924,4.3
CN4805500000000,48,55,"Caldwell County, TX",2014,"17,215","16,319",896,5.2
CN4805700000000,48,57,"Calhoun County, TX",2014,"11,072","10,544",528,4.8
CN4805900000000,48,59,"Callahan County, TX",2014,"5,823","5,564",259,4.4
CN4806100000000,48,61,"Cameron County, TX",2014,"166,112","152,270","13,842",8.3
CN4806300000000,48,63,"Camp County, TX",2014,"5,211","4,893",318,6.1
CN4806500000000,48,65,"Carson County, TX",2014,"3,145","3,040",105,3.3
CN4806700000000,48,67,"Cass County, TX",2014,"12,265","11,328",937,7.6
CN4806900000000,48,69,"Castro County, TX",2014,"3,791","3,640",151,4
CN4807100000000,48,71,"Chambers County, TX",2014,"17,815","16,788","1,027",5.8
CN4807300000000,48,73,"Cherokee County, TX",2014,"21,150","19,923","1,227",5.8
CN4807500000000,48,75,"Childress County, TX",2014,"2,859","2,755",104,3.6
CN4807700000000,48,77,"Clay County, TX",2014,"5,012","4,783",229,4.6
CN4807900000000,48,79,"Cochran County, TX",2014,"1,396","1,325",71,5.1
CN4808100000000,48,81,"Coke County, TX",2014,"1,436","1,374",62,4.3
CN4808300000000,48,83,"Coleman County, TX",2014,"3,116","2,926",190,6.1
CN4808500000000,48,85,"Collin County, TX",2014,"473,380","451,840","21,540",4.6
CN4808700000000,48,87,"Collingsworth County, TX",2014,"1,257","1,206",51,4.1
CN4808900000000,48,89,"Colorado County, TX",2014,"10,261","9,805",456,4.4
CN4809100000000,48,91,"Comal County, TX",2014,"59,758","57,047","2,711",4.5
CN4809300000000,48,93,"Comanche County, TX",2014,"5,528","5,262",266,4.8
CN4809500000000,48,95,"Concho County, TX",2014,"1,412","1,370",42,3
CN4809700000000,48,97,"Cooke County, TX",2014,"20,514","19,723",791,3.9
CN4809900000000,48,99,"Coryell County, TX",2014,"24,684","23,213","1,471",6
CN4810100000000,48,101,"Cottle County, TX",2014,604,567,37,6.1
CN4810300000000,48,103,"Crane County, TX",2014,"2,003","1,923",80,4
CN4810500000000,48,105,"Crockett County, TX",2014,"1,930","1,857",73,3.8
CN4810700000000,48,107,"Crosby County, TX",2014,"2,694","2,568",126,4.7
CN4810900000000,48,109,"Culberson County, TX",2014,"1,011",969,42,4.2
CN4811100000000,48,111,"Dallam County, TX",2014,"3,897","3,783",114,2.9
CN4811300000000,48,113,"Dallas County, TX",2014,"1,249,035","1,181,344","67,691",5.4
CN4811500000000,48,115,"Dawson County, TX",2014,"4,891","4,653",238,4.9
CN4811700000000,48,117,"Deaf Smith County, TX",2014,"9,094","8,765",329,3.6
CN4811900000000,48,119,"Delta County, TX",2014,"2,649","2,489",160,6
CN4812100000000,48,121,"Denton County, TX",2014,"413,515","395,163","18,352",4.4
CN4812300000000,48,123,"DeWitt County, TX",2014,"9,999","9,617",382,3.8
CN4812500000000,48,125,"Dickens County, TX",2014,744,697,47,6.3
CN4812700000000,48,127,"Dimmit County, TX",2014,"7,648","7,359",289,3.8
CN4812900000000,48,129,"Donley County, TX",2014,"1,617","1,539",78,4.8
CN4813100000000,48,131,"Duval County, TX",2014,"5,522","5,214",308,5.6
CN4813300000000,48,133,"Eastland County, TX",2014,"8,348","7,946",402,4.8
CN4813500000000,48,135,"Ector County, TX",2014,"82,256","79,423","2,833",3.4
CN4813700000000,48,137,"Edwards County, TX",2014,866,829,37,4.3
CN4813900000000,48,139,"Ellis County, TX",2014,"78,964","75,079","3,885",4.9
CN4814100000000,48,141,"El Paso County, TX",2014,"343,974","321,932","22,042",6.4
CN4814300000000,48,143,"Erath County, TX",2014,"20,070","19,217",853,4.3
CN4814500000000,48,145,"Falls County, TX",2014,"6,539","6,180",359,5.5
CN4814700000000,48,147,"Fannin County, TX",2014,"15,255","14,443",812,5.3
CN4814900000000,48,149,"Fayette County, TX",2014,"13,054","12,607",447,3.4
CN4815100000000,48,151,"Fisher County, TX",2014,"1,860","1,777",83,4.5
CN4815300000000,48,153,"Floyd County, TX",2014,"2,960","2,749",211,7.1
CN4815500000000,48,155,"Foard County, TX",2014,577,553,24,4.2
CN4815700000000,48,157,"Fort Bend County, TX",2014,"346,526","330,874","15,652",4.5
CN4815900000000,48,159,"Franklin County, TX",2014,"4,651","4,412",239,5.1
CN4816100000000,48,161,"Freestone County, TX",2014,"7,833","7,392",441,5.6
CN4816300000000,48,163,"Frio County, TX",2014,"10,327","9,958",369,3.6
CN4816500000000,48,165,"Gaines County, TX",2014,"9,352","9,048",304,3.3
CN4816700000000,48,167,"Galveston County, TX",2014,"157,385","148,554","8,831",5.6
CN4816900000000,48,169,"Garza County, TX",2014,"2,241","2,159",82,3.7
CN4817100000000,48,171,"Gillespie County, TX",2014,"12,501","12,061",440,3.5
CN4817300000000,48,173,"Glasscock County, TX",2014,829,807,22,2.7
CN4817500000000,48,175,"Goliad County, TX",2014,"3,566","3,420",146,4.1
CN4817700000000,48,177,"Gonzales County, TX",2014,"9,923","9,540",383,3.9
CN4817900000000,48,179,"Gray County, TX",2014,"9,772","9,379",393,4
CN4818100000000,48,181,"Grayson County, TX",2014,"60,250","57,338","2,912",4.8
CN4818300000000,48,183,"Gregg County, TX",2014,"61,050","58,090","2,960",4.8
CN4818500000000,48,185,"Grimes County, TX",2014,"11,806","11,243",563,4.8
CN4818700000000,48,187,"Guadalupe County, TX",2014,"71,470","68,378","3,092",4.3
CN4818900000000,48,189,"Hale County, TX",2014,"13,505","12,236","1,269",9.4
CN4819100000000,48,191,"Hall County, TX",2014,"1,262","1,183",79,6.3
CN4819300000000,48,193,"Hamilton County, TX",2014,"3,561","3,397",164,4.6
CN4819500000000,48,195,"Hansford County, TX",2014,"3,237","3,155",82,2.5
CN4819700000000,48,197,"Hardeman County, TX",2014,"1,646","1,565",81,4.9
CN4819900000000,48,199,"Hardin County, TX",2014,"25,352","23,765","1,587",6.3
CN4820100000000,48,201,"Harris County, TX",2014,"2,226,689","2,115,761","110,928",5
CN4820300000000,48,203,"Harrison County, TX",2014,"32,144","30,376","1,768",5.5
CN4820500000000,48,205,"Hartley County, TX",2014,"2,897","2,824",73,2.5
CN4820700000000,48,207,"Haskell County, TX",2014,"2,690","2,584",106,3.9
CN4820900000000,48,209,"Hays County, TX",2014,"93,897","89,887","4,010",4.3
CN4821100000000,48,211,"Hemphill County, TX",2014,"2,542","2,481",61,2.4
CN4821300000000,48,213,"Henderson County, TX",2014,"34,685","32,749","1,936",5.6
CN4821500000000,48,215,"Hidalgo County, TX",2014,"331,530","302,473","29,057",8.8
CN4821700000000,48,217,"Hill County, TX",2014,"15,858","15,022",836,5.3
CN4821900000000,48,219,"Hockley County, TX",2014,"12,072","11,606",466,3.9
CN4822100000000,48,221,"Hood County, TX",2014,"24,220","23,028","1,192",4.9
CN4822300000000,48,223,"Hopkins County, TX",2014,"17,465","16,646",819,4.7
CN4822500000000,48,225,"Houston County, TX",2014,"9,789","9,303",486,5
CN4822700000000,48,227,"Howard County, TX",2014,"13,571","12,977",594,4.4
CN4822900000000,48,229,"Hudspeth County, TX",2014,"1,250","1,171",79,6.3
CN4823100000000,48,231,"Hunt County, TX",2014,"38,513","36,235","2,278",5.9
CN4823300000000,48,233,"Hutchinson County, TX",2014,"10,501","10,043",458,4.4
CN4823500000000,48,235,"Irion County, TX",2014,832,801,31,3.7
CN4823700000000,48,237,"Jack County, TX",2014,"4,301","4,140",161,3.7
CN4823900000000,48,239,"Jackson County, TX",2014,"7,621","7,322",299,3.9
CN4824100000000,48,241,"Jasper County, TX",2014,"14,424","13,248","1,176",8.2
CN4824300000000,48,243,"Jeff Davis County, TX",2014,"1,146","1,105",41,3.6
CN4824500000000,48,245,"Jefferson County, TX",2014,"109,973","100,860","9,113",8.3
CN4824700000000,48,247,"Jim Hogg County, TX",2014,"2,195","2,062",133,6.1
CN4824900000000,48,249,"Jim Wells County, TX",2014,"20,075","19,027","1,048",5.2
CN4825100000000,48,251,"Johnson County, TX",2014,"74,256","70,513","3,743",5
CN4825300000000,48,253,"Jones County, TX",2014,"5,797","5,478",319,5.5
CN4825500000000,48,255,"Karnes County, TX",2014,"6,265","6,036",229,3.7
CN4825700000000,48,257,"Kaufman County, TX",2014,"53,526","50,770","2,756",5.1
CN4825900000000,48,259,"Kendall County, TX",2014,"18,652","17,897",755,4
CN4826100000000,48,261,"Kenedy County, TX",2014,338,328,10,3
CN4826300000000,48,263,"Kent County, TX",2014,512,495,17,3.3
CN4826500000000,48,265,"Kerr County, TX",2014,"21,398","20,460",938,4.4
CN4826700000000,48,267,"Kimble County, TX",2014,"2,110","2,028",82,3.9
CN4826900000000,48,269,"King County, TX",2014,224,215,9,4
CN4827100000000,48,271,"Kinney County, TX",2014,"1,227","1,138",89,7.3
CN4827300000000,48,273,"Kleberg County, TX",2014,"15,238","14,407",831,5.5
CN4827500000000,48,275,"Knox County, TX",2014,"1,737","1,662",75,4.3
CN4827700000000,48,277,"Lamar County, TX",2014,"22,108","20,762","1,346",6.1
CN4827900000000,48,279,"Lamb County, TX",2014,"6,021","5,670",351,5.8
CN4828100000000,48,281,"Lampasas County, TX",2014,"8,954","8,452",502,5.6
CN4828300000000,48,283,"La Salle County, TX",2014,"4,570","4,429",141,3.1
CN4828500000000,48,285,"Lavaca County, TX",2014,"8,961","8,610",351,3.9
CN4828700000000,48,287,"Lee County, TX",2014,"9,326","8,955",371,4
CN4828900000000,48,289,"Leon County, TX",2014,"7,209","6,826",383,5.3
CN4829100000000,48,291,"Liberty County, TX",2014,"30,931","28,717","2,214",7.2
CN4829300000000,48,293,"Limestone County, TX",2014,"9,189","8,652",537,5.8
CN4829500000000,48,295,"Lipscomb County, TX",2014,"1,746","1,687",59,3.4
CN4829700000000,48,297,"Live Oak County, TX",2014,"6,106","5,888",218,3.6
CN4829900000000,48,299,"Llano County, TX",2014,"8,077","7,659",418,5.2
CN4830100000000,48,301,"Loving County, TX",2014,78,74,4,5.1
CN4830300000000,48,303,"Lubbock County, TX",2014,"147,576","141,762","5,814",3.9
CN4830500000000,48,305,"Lynn County, TX",2014,"2,858","2,733",125,4.4
CN4830700000000,48,307,"McCulloch County, TX",2014,"4,106","3,933",173,4.2
CN4830900000000,48,309,"McLennan County, TX",2014,"112,728","107,039","5,689",5
CN4831100000000,48,311,"McMullen County, TX",2014,"1,058","1,037",21,2
CN4831300000000,48,313,"Madison County, TX",2014,"5,017","4,773",244,4.9
CN4831500000000,48,315,"Marion County, TX",2014,"4,474","4,185",289,6.5
CN4831700000000,48,317,"Martin County, TX",2014,"2,683","2,592",91,3.4
CN4831900000000,48,319,"Mason County, TX",2014,"1,894","1,807",87,4.6
CN4832100000000,48,321,"Matagorda County, TX",2014,"16,655","15,347","1,308",7.9
CN4832300000000,48,323,"Maverick County, TX",2014,"23,363","20,802","2,561",11
CN4832500000000,48,325,"Medina County, TX",2014,"20,371","19,371","1,000",4.9
CN4832700000000,48,327,"Menard County, TX",2014,884,843,41,4.6
CN4832900000000,48,329,"Midland County, TX",2014,"90,802","88,194","2,608",2.9
CN4833100000000,48,331,"Milam County, TX",2014,"10,213","9,579",634,6.2
CN4833300000000,48,333,"Mills County, TX",2014,"2,046","1,957",89,4.3
CN4833500000000,48,335,"Mitchell County, TX",2014,"2,900","2,777",123,4.2
CN4833700000000,48,337,"Montague County, TX",2014,"10,121","9,719",402,4
CN4833900000000,48,339,"Montgomery County, TX",2014,"253,438","242,244","11,194",4.4
CN4834100000000,48,341,"Moore County, TX",2014,"11,281","10,889",392,3.5
CN4834300000000,48,343,"Morris County, TX",2014,"5,617","5,177",440,7.8
CN4834500000000,48,345,"Motley County, TX",2014,496,475,21,4.2
CN4834700000000,48,347,"Nacogdoches County, TX",2014,"28,584","27,058","1,526",5.3
CN4834900000000,48,349,"Navarro County, TX",2014,"23,104","21,901","1,203",5.2
CN4835100000000,48,351,"Newton County, TX",2014,"5,552","5,092",460,8.3
CN4835300000000,48,353,"Nolan County, TX",2014,"7,038","6,736",302,4.3
CN4835500000000,48,355,"Nueces County, TX",2014,"167,977","159,396","8,581",5.1
CN4835700000000,48,357,"Ochiltree County, TX",2014,"5,565","5,399",166,3
CN4835900000000,48,359,"Oldham County, TX",2014,940,906,34,3.6
CN4836100000000,48,361,"Orange County, TX",2014,"37,835","34,816","3,019",8
CN4836300000000,48,363,"Palo Pinto County, TX",2014,"13,356","12,668",688,5.2
CN4836500000000,48,365,"Panola County, TX",2014,"12,539","11,921",618,4.9
CN4836700000000,48,367,"Parker County, TX",2014,"59,016","56,322","2,694",4.6
CN4836900000000,48,369,"Parmer County, TX",2014,"5,119","4,963",156,3
CN4837100000000,48,371,"Pecos County, TX",2014,"6,854","6,569",285,4.2
CN4837300000000,48,373,"Polk County, TX",2014,"17,202","16,094","1,108",6.4
CN4837500000000,48,375,"Potter County, TX",2014,"56,757","54,510","2,247",4
CN4837700000000,48,377,"Presidio County, TX",2014,"3,407","3,010",397,11.7
CN4837900000000,48,379,"Rains County, TX",2014,"5,398","5,132",266,4.9
CN4838100000000,48,381,"Randall County, TX",2014,"68,739","66,367","2,372",3.5
CN4838300000000,48,383,"Reagan County, TX",2014,"2,074","2,008",66,3.2
CN4838500000000,48,385,"Real County, TX",2014,"1,056",991,65,6.2
CN4838700000000,48,387,"Red River County, TX",2014,"4,929","4,546",383,7.8
CN4838900000000,48,389,"Reeves County, TX",2014,"5,750","5,519",231,4
CN4839100000000,48,391,"Refugio County, TX",2014,"3,595","3,442",153,4.3
CN4839300000000,48,393,"Roberts County, TX",2014,449,433,16,3.6
CN4839500000000,48,395,"Robertson County, TX",2014,"7,137","6,753",384,5.4
CN4839700000000,48,397,"Rockwall County, TX",2014,"43,347","41,391","1,956",4.5
CN4839900000000,48,399,"Runnels County, TX",2014,"4,965","4,754",211,4.2
CN4840100000000,48,401,"Rusk County, TX",2014,"24,169","22,979","1,190",4.9
CN4840300000000,48,403,"Sabine County, TX",2014,"3,537","3,163",374,10.6
CN4840500000000,48,405,"San Augustine County, TX",2014,"2,821","2,552",269,9.5
CN4840700000000,48,407,"San Jacinto County, TX",2014,"11,396","10,739",657,5.8
CN4840900000000,48,409,"San Patricio County, TX",2014,"30,637","28,726","1,911",6.2
CN4841100000000,48,411,"San Saba County, TX",2014,"2,228","2,135",93,4.2
CN4841300000000,48,413,"Schleicher County, TX",2014,"1,777","1,723",54,3
CN4841500000000,48,415,"Scurry County, TX",2014,"8,599","8,313",286,3.3
CN4841700000000,48,417,"Shackelford County, TX",2014,"2,370","2,305",65,2.7
CN4841900000000,48,419,"Shelby County, TX",2014,"11,595","10,917",678,5.8
CN4842100000000,48,421,"Sherman County, TX",2014,"1,503","1,456",47,3.1
CN4842300000000,48,423,"Smith County, TX",2014,"102,099","96,781","5,318",5.2
CN4842500000000,48,425,"Somervell County, TX",2014,"4,130","3,918",212,5.1
CN4842700000000,48,427,"Starr County, TX",2014,"25,957","22,415","3,542",13.6
CN4842900000000,48,429,"Stephens County, TX",2014,"4,285","4,098",187,4.4
CN4843100000000,48,431,"Sterling County, TX",2014,811,787,24,3
CN4843300000000,48,433,"Stonewall County, TX",2014,696,669,27,3.9
CN4843500000000,48,435,"Sutton County, TX",2014,"2,019","1,947",72,3.6
CN4843700000000,48,437,"Swisher County, TX",2014,"2,876","2,700",176,6.1
CN4843900000000,48,439,"Tarrant County, TX",2014,"989,350","939,678","49,672",5
CN4844100000000,48,441,"Taylor County, TX",2014,"64,318","61,608","2,710",4.2
CN4844300000000,48,443,"Terrell County, TX",2014,478,457,21,4.4
CN4844500000000,48,445,"Terry County, TX",2014,"5,604","5,363",241,4.3
CN4844700000000,48,447,"Throckmorton County, TX",2014,832,799,33,4
CN4844900000000,48,449,"Titus County, TX",2014,"12,891","12,078",813,6.3
CN4845100000000,48,451,"Tom Green County, TX",2014,"54,583","52,381","2,202",4
CN4845300000000,48,453,"Travis County, TX",2014,"643,420","617,152","26,268",4.1
CN4845500000000,48,455,"Trinity County, TX",2014,"5,515","5,183",332,6
CN4845700000000,48,457,"Tyler County, TX",2014,"7,565","6,961",604,8
CN4845900000000,48,459,"Upshur County, TX",2014,"18,549","17,596",953,5.1
CN4846100000000,48,461,"Upton County, TX",2014,"1,872","1,812",60,3.2
CN4846300000000,48,463,"Uvalde County, TX",2014,"11,668","11,004",664,5.7
CN4846500000000,48,465,"Val Verde County, TX",2014,"19,354","18,242","1,112",5.7
CN4846700000000,48,467,"Van Zandt County, TX",2014,"23,864","22,602","1,262",5.3
CN4846900000000,48,469,"Victoria County, TX",2014,"46,189","44,267","1,922",4.2
CN4847100000000,48,471,"Walker County, TX",2014,"23,121","21,864","1,257",5.4
CN4847300000000,48,473,"Waller County, TX",2014,"21,286","20,198","1,088",5.1
CN4847500000000,48,475,"Ward County, TX",2014,"5,913","5,701",212,3.6
CN4847700000000,48,477,"Washington County, TX",2014,"15,676","14,956",720,4.6
CN4847900000000,48,479,"Webb County, TX",2014,"111,020","105,376","5,644",5.1
CN4848100000000,48,481,"Wharton County, TX",2014,"21,542","20,537","1,005",4.7
CN4848300000000,48,483,"Wheeler County, TX",2014,"3,077","2,967",110,3.6
CN4848500000000,48,485,"Wichita County, TX",2014,"56,425","53,674","2,751",4.9
CN4848700000000,48,487,"Wilbarger County, TX",2014,"5,288","5,028",260,4.9
CN4848900000000,48,489,"Willacy County, TX",2014,"7,160","6,273",887,12.4
CN4849100000000,48,491,"Williamson County, TX",2014,"254,964","243,846","11,118",4.4
CN4849300000000,48,493,"Wilson County, TX",2014,"22,514","21,579",935,4.2
CN4849500000000,48,495,"Winkler County, TX",2014,"3,281","3,137",144,4.4
CN4849700000000,48,497,"Wise County, TX",2014,"28,448","27,061","1,387",4.9
CN4849900000000,48,499,"Wood County, TX",2014,"16,742","15,744",998,6
CN4850100000000,48,501,"Yoakum County, TX",2014,"4,287","4,158",129,3
CN4850300000000,48,503,"Young County, TX",2014,"8,658","8,305",353,4.1
CN4850500000000,48,505,"Zapata County, TX",2014,"6,928","6,568",360,5.2
CN4850700000000,48,507,"Zavala County, TX",2014,"3,892","3,419",473,12.2
CN4900100000000,49,1,"Beaver County, UT",2014,"2,971","2,851",120,4
CN4900300000000,49,3,"Box Elder County, UT",2014,"23,473","22,562",911,3.9
CN4900500000000,49,5,"Cache County, UT",2014,"58,996","57,103","1,893",3.2
CN4900700000000,49,7,"Carbon County, UT",2014,"8,716","8,268",448,5.1
CN4900900000000,49,9,"Daggett County, UT",2014,431,413,18,4.2
CN4901100000000,49,11,"Davis County, UT",2014,"156,150","150,550","5,600",3.6
